Id,rdf_label,rdf_type,brick_isPartOf,brick_isFedBy
Room_33.SC.06,MEETING ROOM 33.SC.06,brick:Room,L33_Suite_C,
Room_33.SB.17,BREAKOUT 33.SB.17,brick:Breakroom,L33_Suite_B,
Room_33.SC.09,WORKSPACE 33.SC.09,brick:Space,L33_Suite_C,
Room_33.SC.04,WORKSPACE 33.SC.04,brick:Space,L33_Suite_C,
Room_33.SB.10,LOCKERS 33.SB.10,brick:Space,L33_Suite_B,
Room_33.SC.11,BREAKOUT 33.SC.11,brick:Breakroom,L33_Suite_C,
Room_33.SB.01,RECEPTION 33.SB.01,brick:Reception,L33_Suite_B,
Room_33.SC.05,QUIET ROOM 33.SC.05,brick:Room,L33_Suite_C,
Room_33.SB.02,MEETING 33.SB.02,brick:Room,L33_Suite_B,
Room_33.SB.07,MEETING 33.SB.07,brick:Room,L33_Suite_B,
Room_33.SC.13,LOCKERS 33.SC.13,brick:Space,L33_Suite_C,
Room_33.SB.15,STANDING COLLAB 33.SB.15,brick:Space,L33_Suite_B,
Room_33.SB.03,PRINT/COMMS/UTILITY 33.SB.03,brick:Room,L33_Suite_B,
Room_33.SC.08,COLLAB 33.SC.08,brick:Space,L33_Suite_C,
Room_33.SB.05,WORKSPACE 33.SB.05,brick:Space,L33_Suite_B,
Room_33.SC.02,MEETING 33.SC.02,brick:Room,L33_Suite_C,
Room_33.SC.03,MEETING 33.SC.03,brick:Room,L33_Suite_C,
Room_33.SA.02,COMMON CORRIDOR 33.SA.02,brick:Space,L33_Suite_A,
Room_33.SA.03,LOUNGE AREA 33.SA.03,brick:Lounge,L33_Suite_A,
Room_33.SC.07,COLLAB 33.SC.07,brick:Space,L33_Suite_C,
ES_B,Elevator Shaft B,brick:Elevator_Shaft,LR,
ES_C,Elevator Shaft C,brick:Elevator_Shaft,LR,
ES_D,Elevator Shaft D,brick:Elevator_Shaft,LR,
ES_E,Elevator Shaft E,brick:Elevator_Shaft,LR,
ES_F,Elevator Shaft F,brick:Elevator_Shaft,LR,
ES_G,Elevator Shaft G,brick:Elevator_Shaft,LR,
ES_O,Elevator Shaft O,brick:Elevator_Shaft,MR,
ES_P,Elevator Shaft P,brick:Elevator_Shaft,MR,
ES_Q,Elevator Shaft Q,brick:Elevator_Shaft,MR,
ES_R,Elevator Shaft R,brick:Elevator_Shaft,MR,
ES_S,Elevator Shaft S,brick:Elevator_Shaft,MR,
ES_T,Elevator Shaft T,brick:Elevator_Shaft,MR,
ES_U,Elevator Shaft U,brick:Elevator_Shaft,MR,
ES_H,Elevator Shaft H,brick:Elevator_Shaft,HR,
ES_I,Elevator Shaft I,brick:Elevator_Shaft,HR,
ES_J,Elevator Shaft J,brick:Elevator_Shaft,HR,
ES_K,Elevator Shaft K,brick:Elevator_Shaft,HR,
ES_L,Elevator Shaft L,brick:Elevator_Shaft,HR,
ES_M,Elevator Shaft M,brick:Elevator_Shaft,HR,
ES_N,Elevator Shaft N,brick:Elevator_Shaft,HR,
ES_GDS,Elevator Shaft Goods Lift,brick:Elevator_Shaft,CQT,
